,0
1061,0
1062,0
1063,0
1064,0
1065,1
1066,0
1067,0
1068,1
1069,0
1070,1
1071,0
1072,1
1073,0
1074,0
1075,0
1076,0
1077,1
1078,0
1079,1
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,1
1098,1
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,1
1108,1
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,1
1126,1
1127,0
1128,0
1129,1
1130,1
1131,1
1132,0
1133,1
1134,1
1135,0
1136,0
1137,0
1138,0
1139,1
1140,0
1141,0
1142,0
1143,1
1144,0
1145,0
1146,1
1147,1
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,1
1157,0
1158,0
1159,0
1160,0
1161,1
1162,1
1163,1
1164,0
1165,1
1166,1
1167,0
1168,0
1169,1
1170,1
1171,1
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,1
1181,0
1182,0
1183,0
1184,1
1185,0
1186,0
1187,0
1188,1
1189,0
1190,0
1191,0
1192,1
1193,1
1194,0
1195,1
1196,0
1197,0
1198,0
1199,0
1200,1
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,1
1209,0
1210,0
1211,0
1212,1
1213,1
1214,0
1215,0
1216,1
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,1
1229,0
1230,1
1231,0
1232,0
1233,0
1234,1
1235,0
1236,0
1237,1
1238,0
1239,1
1240,0
1241,1
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,1
1249,0
1250,0
1251,0
1252,0
1253,0
1254,1
1255,0
1256,0
1257,0
1258,1
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,1
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,1
1286,0
1287,0
1288,1
1289,1
1290,0
1291,0
1292,1
1293,1
1294,0
1295,0
1296,1
1297,0
1298,0
1299,1
1300,0
1301,0
1302,0
1303,0
1304,0
1305,1
1306,0
1307,0
1308,0
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,1
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,1
1327,0
1328,0
1329,1
1330,0
1331,0
1332,0
1333,0
1334,0
1335,1
1336,1
1337,0
1338,0
1339,0
1340,1
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,1
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,1
1361,1
1362,1
1363,0
1364,0
1365,0
1366,0
1367,1
1368,1
1369,0
1370,1
1371,0
1372,0
1373,0
1374,0
1375,0
1376,1
1377,0
1378,0
1379,0
1380,0
1381,1
1382,1
1383,1
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,1
1394,0
1395,0
1396,1
1397,0
1398,0
1399,0
1400,0
1401,1
1402,1
1403,0
1404,0
1405,0
1406,0
1407,0
1408,1
1409,1
1410,0
1411,0
1412,0
1413,1
1414,0
1415,1
1416,0
1417,0
1418,0
1419,0
1420,1
1421,0
1422,0
1423,1
1424,0
1425,0
1426,0
1427,0
1428,1
1429,0
1430,1
1431,0
1432,0
1433,0
1434,0
1435,1
1436,0
1437,0
1438,1
1439,1
1440,0
1441,0
1442,1
1443,0
1444,1
1445,0
1446,0
1447,1
1448,1
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,1
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,1
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,1
1480,0
1481,0
1482,1
1483,0
1484,0
1485,0
1486,0
1487,0
1488,1
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,1
1496,0
1497,1
1498,1
1499,0
1500,1
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,1
1509,0
1510,0
1511,0
1512,1
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,1
1520,0
1521,0
1522,1
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,1
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1
1544,1
1545,0
1546,1
1547,1
1548,0
1549,0
1550,1
1551,0
1552,0
1553,0
1554,1
1555,0
1556,0
1557,1
1558,0
1559,1
1560,0
1561,0
1562,0
1563,0
1564,0
1565,1
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,1
1580,0
1581,1
1582,1
1583,0
1584,0
1585,1
1586,0
1587,1
1588,0
1589,0
1590,1
1591,1
1592,1
1593,0
1594,0
1595,1
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,1
1604,0
1605,0
1606,0
1607,0
1608,0
1609,1
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,1
1619,0
1620,0
1621,0
1622,0
1623,1
1624,1
1625,1
1626,0
1627,1
1628,0
1629,0
1630,0
1631,1
1632,0
1633,0
1634,0
1635,1
1636,0
1637,0
1638,0
1639,1
1640,0
1641,0
1642,1
1643,0
1644,1
1645,1
1646,1
1647,1
1648,0
1649,0
1650,0
1651,1
1652,1
1653,0
1654,0
1655,0
1656,0
1657,1
1658,0
1659,1
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,1
1673,0
1674,1
1675,1
1676,0
1677,0
1678,0
1679,1
1680,0
1681,0
1682,0
1683,0
1684,1
1685,1
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,1
1694,0
1695,0
1696,0
1697,1
1698,0
1699,0
1700,1
1701,1
1702,0
1703,0
1704,1
1705,0
1706,1
1707,1
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,1
1715,0
1716,1
1717,1
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,1
1725,0
1726,0
1727,0
1728,0
1729,1
1730,0
1731,0
1732,0
1733,0
1734,1
1735,0
1736,0
1737,0
1738,0
1739,0
1740,1
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,1
1752,1
1753,0
1754,1
1755,0
1756,0
1757,1
1758,1
1759,1
1760,0
1761,1
1762,1
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,0
1770,0
1771,0
1772,1
1773,1
1774,0
1775,0
1776,0
1777,1
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,0
1786,0
1787,1
1788,0
1789,0
1790,1
1791,1
1792,1
1793,1
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,1
1823,0
1824,0
1825,0
1826,0
1827,1
1828,1
1829,0
1830,1
1831,1
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,1
1850,0
1851,0
1852,0
1853,0
1854,1
1855,0
1856,0
1857,0
1858,0
1859,0
1860,1
1861,0
1862,0
1863,0
1864,1
1865,1
1866,0
1867,0
1868,1
1869,1
1870,1
1871,0
1872,0
1873,0
1874,0
1875,0
1876,1
1877,1
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,1
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,1
1904,1
1905,0
1906,0
1907,0
1908,0
1909,1
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,0
1944,0
1945,0
1946,1
1947,1
1948,0
1949,1
1950,0
1951,1
1952,0
1953,1
1954,1
1955,0
1956,0
1957,0
1958,0
1959,1
1960,0
1961,0
1962,0
1963,0
1964,0
1965,1
1966,0
1967,1
1968,0
1969,0
1970,0
1971,0
1972,1
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,1
1983,0
1984,0
1985,0
1986,0
1987,0
1988,1
1989,0
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,1
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,1
2006,0
2007,0
2008,1
2009,1
2010,1
2011,0
2012,0
2013,0
2014,0
2015,0
2016,1
2017,0
2018,1
2019,0
2020,1
2021,0
2022,1
2023,1
2024,0
2025,0
2026,1
2027,1
2028,1
2029,1
2030,0
2031,0
2032,0
2033,0
2034,1
2035,1
2036,1
2037,0
2038,0
2039,0
2040,1
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,1
2055,1
2056,0
2057,0
2058,0
2059,1
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,1
2068,0
2069,1
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,0
2079,0
2080,1
2081,0
2082,1
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,0
2090,1
2091,0
2092,1
2093,0
2094,1
2095,0
2096,0
2097,0
2098,0
2099,1
2100,0
2101,1
2102,1
2103,0
2104,0
2105,1
2106,0
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,1
2114,0
2115,0
2116,0
2117,1
2118,0
2119,0
2120,0
2121,0
2122,1
2123,0
2124,0
2125,1
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,1
2136,0
2137,1
2138,0
2139,1
2140,0
2141,0
2142,1
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,1
2150,1
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,1
2158,0
2159,1
2160,1
2161,1
2162,1
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,1
2170,0
2171,0
2172,1
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,1
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,1
2208,0
2209,0
2210,0
2211,0
2212,1
2213,0
2214,1
2215,0
2216,0
2217,0
2218,0
2219,1
2220,0
2221,1
2222,0
2223,1
2224,1
2225,0
2226,0
2227,0
2228,1
2229,0
2230,0
2231,0
2232,0
2233,1
2234,1
2235,1
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,1
2243,0
2244,1
2245,0
2246,1
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,1
2264,1
2265,0
2266,1
2267,0
2268,0
2269,1
2270,1
2271,0
2272,0
2273,1
2274,0
2275,0
2276,0
2277,1
2278,1
2279,1
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,1
2300,0
2301,0
2302,1
2303,0
2304,0
2305,1
2306,0
2307,0
2308,0
2309,1
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,1
2319,1
2320,1
2321,1
2322,0
2323,0
2324,1
2325,0
2326,0
2327,0
2328,0
2329,0
2330,1
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,1
2343,1
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,1
2351,0
2352,0
2353,1
2354,0
2355,0
2356,1
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,1
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,1
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,1
2383,0
2384,1
2385,1
2386,0
2387,1
2388,1
2389,0
2390,0
2391,0
2392,0
2393,0
2394,1
2395,0
2396,0
2397,1
2398,0
2399,0
2400,1
2401,0
2402,0
2403,0
2404,1
2405,0
2406,0
2407,0
2408,0
2409,1
2410,0
2411,0
2412,0
2413,0
2414,1
2415,0
2416,1
2417,0
2418,1
2419,0
2420,1
2421,0
2422,0
2423,0
2424,1
2425,1
2426,0
2427,0
2428,1
2429,0
2430,0
2431,0
2432,0
2433,0
2434,1
2435,0
2436,1
2437,0
2438,1
2439,0
2440,0
2441,1
2442,1
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,1
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,1
2461,1
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,1
2469,0
2470,1
2471,0
2472,0
2473,0
2474,0
2475,1
2476,1
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,1
2486,0
2487,0
2488,1
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,1
2501,0
2502,0
2503,0
2504,0
2505,1
2506,0
2507,1
2508,0
2509,0
2510,0
2511,0
2512,1
2513,0
2514,0
2515,0
2516,0
2517,1
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,1
2526,0
2527,0
2528,1
2529,0
2530,0
2531,0
2532,1
2533,0
2534,0
2535,0
2536,0
2537,0
2538,1
2539,1
2540,0
2541,1
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,0
2549,1
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,1
2558,0
2559,0
2560,1
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,1
2573,0
2574,1
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,0
2583,0
2584,0
2585,1
2586,0
2587,0
2588,0
2589,1
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,0
2603,0
2604,0
2605,1
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,1
2614,0
2615,0
2616,1
2617,1
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,1
2629,0
2630,0
2631,0
2632,0
2633,1
2634,1
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,1
2642,0
2643,0
2644,0
2645,1
2646,0
2647,0
2648,0
2649,0
2650,0
2651,1
2652,0
2653,1
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,1
2667,1
2668,0
2669,0
2670,0
2671,1
2672,0
2673,1
2674,0
2675,0
2676,1
2677,1
2678,1
2679,1
2680,1
2681,0
2682,0
2683,0
2684,1
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,1
2693,0
2694,1
2695,0
2696,0
2697,0
2698,1
2699,0
2700,0
2701,0
2702,1
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,1
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,1
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,1
2736,1
2737,1
2738,0
2739,0
2740,0
2741,0
2742,1
2743,1
2744,0
2745,0
2746,1
2747,1
2748,0
2749,0
2750,1
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,1
2765,1
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,1
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,1
2792,1
2793,0
2794,0
2795,0
2796,1
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,1
2807,0
2808,1
2809,1
2810,0
2811,0
2812,1
2813,0
2814,0
2815,0
2816,1
2817,1
2818,1
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,1
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,1
2834,0
2835,0
2836,1
2837,0
2838,1
2839,0
2840,0
2841,1
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,1
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,1
2863,0
2864,1
2865,0
2866,0
2867,1
2868,0
2869,0
2870,1
2871,1
2872,0
2873,0
2874,0
2875,1
2876,1
2877,0
2878,1
2879,1
2880,1
2881,1
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,1
2891,0
2892,0
2893,0
2894,1
2895,1
2896,0
2897,0
2898,1
2899,0
2900,1
2901,0
2902,0
2903,0
2904,0
2905,1
2906,0
2907,0
2908,0
2909,0
2910,0
2911,1
2912,0
2913,0
2914,0
2915,0
2916,1
2917,0
2918,0
2919,0
2920,1
2921,0
2922,1
2923,0
2924,1
2925,1
2926,0
2927,0
2928,0
2929,0
2930,1
2931,1
2932,1
2933,0
2934,0
2935,0
2936,0
2937,0
2938,1
2939,0
2940,0
2941,1
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,1
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,0
2958,0
2959,1
2960,0
2961,0
2962,1
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,1
2980,0
2981,0
2982,1
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,1
2991,0
2992,1
2993,0
2994,0
2995,0
2996,0
2997,0
